url,title,publish_date,offense_type,location,timeframe,content
https://www.ndtv.com/india-news/delhi-court-summons-bjp-leader-syed-shahnawaz-hussain-in-rape-case-4471550,Delhi Court Summons BJP Leader Syed Shahnawaz Hussain In Rape Case,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Oct 11, 2023
Delhi Court Summons BJP Leader Syed Shahnawaz Hussain In Rape Case
The police had filed a report in the court and sought cancellation of the FIR.
Press Trust of India
India News
Oct 11, 2023 17:57 pm IST
Read Time:
2 mins
Share
The court has directed the former Union minister to appear before it on October 20.
New Delhi:
A Delhi court on Wednesday summoned BJP leader Syed Shahnawaz Hussain on a woman's complaint alleging rape and criminal intimidation. The court took cognisance of the alleged offence and directed the former Union minister to appear before it on October 20.
""This court, after going through the cancellation report, protest petition filed by the complainant, the reply to the protest petition filed by the IO and other material on record is of the view that the complainant has given consistent statements to the police, to the court in her application and before the Ld. Magistrate in her statement u/s 164 Cr.PC,"" the judge said.
The police had filed a report before the court seeking cancellation of the FIR.
The judge dismissed the police report, saying, ""The issues raised by the IO (investigating officer) while filing the cancellation report...are matters which can be decided during trial.""
 ""Moreover this court is of the view that the version of the complainant and her trustworthiness can be tested only during trial when she is cross-examined by the accused and so this court on the basis of material placed on record along with the cancellation report especially the statement of the complainant... wherein she has supported her allegation of rape and threats by accused Syed Shahnawaz Hussain... this court takes cognisance of the offences,"" the judge said.
The judge took cognisance of the alleged offences, which are punishable under various provisions of the IPC including sections 376 (rape) and 506 (criminal intimidation).
""Accordingly, accused Syed Shahnawaz Hussain be summoned through SHO PS Concerned for the next date of hearing,"" the judge said.
(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Shahnawaz Hussain, Rape Case, Delhi Court"
https://www.ndtv.com/delhi-news/delhi-jahangirpuri-delhi-police-head-constable-arrested-in-rape-case-4441997,Delhi Police Head Constable Arrested In Rape Case,N/A,rape,West Delhi,Timeframe unknown (article published on N/A),"This Article is From Oct 02, 2023
Delhi Police Head Constable Arrested In Rape Case
Giving information about the matter, Delhi police said that the complainant and the accused were known to each other and that he had lured her to come to the Mahendra Park station area where he raped her.
Asian News International
Delhi News
Oct 02, 2023 11:51 am IST
Read Time:
3 mins
Share
After a complaint was filed by the victim, the policeman was arrested.
New Delhi:
A head constable of the Delhi police was arrested for allegedly raping a woman in the Jahangirpuri area of North West Delhi. 
According to police, the accused has been identified as Balwinder.
""Based on the complaint of the victim, a First Information Report (FIR) was lodged at Mahendra Park Police Station on September 30,"" police said.
Giving information about the matter, Delhi police said that the complainant and the accused were known to each other and that he had lured her to come to the Mahendra Park station area where he raped her.
After a complaint was filed by the victim, the policeman was arrested.
As per officials, ""The accused policeman was posted in the battalion of Delhi Police. At present, Mahendra Park Police is investigating the entire matter.""
Further investigation into the matter is underway. 
Earlier on Sunday in a separate incident involving another police personnel, a head constable of the Delhi Police was arrested by Crime Branch police two years after he allegedly killed a woman constable and hid her body in a drain in the Alipur area of the national capital, officials said.
The police also dug up the drain and recovered the victim's skeletons two years after the murder, based on information provided by the accused.
According to the police, the accused, identified as Surendra, was forcing the victim to marry him, despite being married himself.
When the victim refused to marry him, he took her to a deserted area in Delhi and strangled her to death. Later, he hid her body in a drain and covered it with rocks, they said.
Special CP (Crime Branch), Ravindra Yadav said that the accused involved his brother-in-law and a friend in the conspiracy.
Subsequently, the police arrested the accused, Surendra, along with two others accused in the incident.
(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi Police, Delhi Police Head Constable"
https://www.ndtv.com/delhi-news/12-year-old-raped-in-delhis-mayur-vihar-4437439,12-Year-Old Raped In Delhi's Mayur Vihar,N/A,"rape, sexual assault",Mayur Vihar (Police Station Area),Timeframe unknown (article published on N/A),"This Article is From Sep 30, 2023
12-Year-Old Raped In Delhi's Mayur Vihar
Delhi Minor Rape Case: Mayur Vihar police station received information from LBS hospital regarding sexual assault of a minor girl on Wednesday, a senior police officer said.
Press Trust of India
Delhi News
Sep 30, 2023 13:13 pm IST
Read Time:
2 mins
Share
The father of victim alleged that a man residing in the same village as them raped the girl.
New Delhi:
A 12-year-old girl was allegedly raped in east Delhi's Mayur Vihar area, police said on Saturday, adding that the accused was apprehended in Uttar Pradesh's Khora.
Mayur Vihar police station received information from LBS hospital regarding sexual assault of a minor girl on Wednesday, a senior police officer said.
At the hospital, the father of the victim alleged that a man residing in the same village as them raped the 12-year-old, the officer said.
A case under Sections 376 (rape) of the IPC and Section 6 of the Protection of Children from Sexual Offences (POCSO) Act was registered, the officer said.
The accused, identified as Ibran (19) was apprehended from Khora in UP, police said. Police said the accused runs a tailor shop. Further investigation in the case is underway, they said.
(This story has not been edited by NDTV staff and is auto-generated from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi Police, Delhi Rape"
https://www.ndtv.com/india-news/2-up-ex-cops-get-bail-in-unnao-rape-victims-fathers-custodial-death-case-4415797,2 UP Ex-Cops Get Bail In Unnao Rape Victim's Father's Custodial Death Case,N/A,rape,This case pertains to the (Police Station Area),Timeframe unknown (article published on N/A),"This Article is From Sep 23, 2023
2 UP Ex-Cops Get Bail In Unnao Rape Victim's Father's Custodial Death Case
Former MLA Kuldeep Singh Senger is also a convict in this case. Their appeals are pending before the Delhi High Court and they are serving a ten-year jail term.
Press Trust of India
India News
Sep 23, 2023 00:09 am IST
Read Time:
6 mins
Share
The two ex-cops were convicted in the case and were granted bail by Delhi High Court
New Delhi:
The Delhi High Court on Friday granted bail to Ashok Singh Bhadauria and Kamta Prasad, who were convicted in the Unnao rape victim's father's custodial death case. They are former police officials of Uttar Pradesh.
Former MLA Kuldeep Singh Senger is also a convict in this case. Their appeals are pending before the Delhi High Court and they are serving a ten-year jail term.
This case pertains to the police station Makhi, Unnao, Uttar Pradesh.
Justice Dinesh Kumar Sharma granted bail to Ashok Singh Bhadauria and Kamta Prasad Singh on furnishing a bail bond of Rs. 50000 and surety bond in the like amount by each convict.
""In the facts and circumstances, and in view of the incarceration, both the appellants-- Ashok Singh Bhadauria and Kamta Prasad Singh are admitted to court bail on furnishing a personal bond of Rs 50,000 with one surety each of the like amount to the satisfaction of the trial court,"" High court said in the judgement passed on September 22.
Justice Sharma said that at this stage, keeping in mind, the pendency of cases on sentences already undergone by the accused persons, it is a matter of the record that an appeal in the case was admitted on July 31 in 2020 however, the Court is not being able to hear it.
""It is also a matter of the record that the appellants did not misuse the liberty of interim bail granted to them from time to time. As per Nominal Roll, appellant no.1--Ashok Singh Bhadauria in the present case had undergone for sentence of four years eight months and seven days approximately, and Appellant no.2- Kamta Prasad Singh) has undergone four years five months and 28 days approximately and the unexpired portion is four years and nine months approximately,"" Justice Sharma added.
Both the appellants had challenged the judgment of March 4, 2020 convicting them and order of sentence of March 13, 2020 passed by the Tis Hazari Courts, Delhi.
They had also sought suspension of their sentences during the pendency of their appeals.
The appellant Ashok Singh Bhadauria was convicted for the commission of offences under sections 120B read with sections 166/167/193/201/203/211/218/323/341 and 304 of Indian Penal Code, 1860 and section 3 of the Arms Act, 1959.
The appellant Kamta Prasad Singh was convicted under 120B read with 166, 167, 193, 201, 203, 211, 218, 323, 341 and section 304 of the IPC; Section 3 of the Arms Act; Section 341, 323 read with section 304 of the IPC read with section 1208 of the IPC; and under section 193, 201, 203 and 211 of IPC read with 120Bof the IPC.
The counsels for the appellants submitted that by the common Judgment of March 4, 2020 and order on sentence March 13 in 2020, six Accused Persons were convicted.
During the trial, a total of 55 prosecution witnesses were examined besides exhibiting a lot of documents.
Hence, considerable time will be required for appreciation of all the evidence and deciding the Appeal on the basis of the merits of this case, the counsel argued.
The appellant/convict herein has already spent half of his sentence for the offence u/s 304Part II IPC, they added.
It was also submitted that the only offence that remains against the appellant is Section 304 Part II IPC for which the appellant/convict herein has already undergone half of the sentence awarded to him and the Nominal Role has confirmed the said aspect.
Advocate Akhand Pratap Singh, counsel for Kamta Prasad Singh, submitted that the appellant has already undergone more than half of the total (more than 5 years) out of the total 10 years imprisonment.
He also submitted that the appellant was admitted on interim bail by the court and he had surrendered within the stipulated time, further, there is no allegation of any violation of any of the terms and conditions imposed in the interim suspension of sentence order. There is not a single allegation against the appellant regarding violations of any jail manual during the last 5 years since the date of his arrest in the present case.
Senior advocate Mohit and Advocate Rajiv Mohan argued on behalf of Ashok Singh Bhadauria.
On the other hand, the counsel for CBI submitted that the present appeals arise of common judgement in two cases wherein the Special Judge has convicted all seven appellants under Sections 120-B read with 166, 167, 193, 201, 203, 211, 218,323, 341 & 304 (Part II) of IPC and Section 3 of Arms Act and sentence under the aforesaid provisions maximum rigorous imprisonment of 10 years.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Unnao Rape Case, Delhi High Court, Unnao Rape Victim's Father's Death"
https://www.ndtv.com/india-news/delhi-high-court-acquits-rape-accused-man-says-cannot-rule-out-false-accusation-4380448,"High Court Acquits Rape-Accused Man, Says Cannot Rule Out ""False Accusation""",N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Sep 11, 2023
High Court Acquits Rape-Accused Man, Says Cannot Rule Out ""False Accusation""
During her cross-examination, the prosecutrix also admitted that the house had two doors, and windows and ventilators at her height level yet she did not raise her voice or make any effort to escape.
Press Trust of India
India News
Sep 11, 2023 19:28 pm IST
Read Time:
4 mins
Share
The Delhi High Court upheld the acquittal of a man accused of raping minor girl. (Representational)
New Delhi:
The Delhi High Court on Monday upheld the acquittal of a man accused of forcibly keeping a minor girl in his house and repeatedly raping her, saying while the testimony of a victim alone is sufficient to establish guilt, overall circumstances have to be considered to arrive at a ""just decision"".
A bench headed by Justice Suresh Kumar Kait dismissed an appeal by the State against the trial court order and said the prosecution not only failed to bring on record the exact age of the prosecutrix but also could not prove that the accused had forcibly made physical relations with her.
Noting that the victim had visited the native village of the accused claiming to be his wife and did not raise alarm on earlier occasions, the court remarked that ""the behaviour of prosecutrix speaks a volume about her conduct"" and a case of ""false accusation"" cannot be ruled out.
""The victim has deposed that the accused had made relations thrice with her in the DC Park and also stated that there were public persons in the park but she neither raised any alarm nor any public person noticed it, which is highly unbelievable,"" observed the bench, also comprising Justice Neena Bansal Krishna.
During her cross-examination, the bench said, the prosecutrix also admitted that the house had two doors, and windows and ventilators at her height level yet she did not raise her voice or make any effort to escape.
It seems she willingly continued living in the house of the accused for 27 days, it added.
The accused faced criminal proceedings on the basis of an FIR registered for alleged commission of offences under the Indian Penal Code (IPC), including rape, and the Prevention of Children from Sexual Offences Act (POCSO).
The court also upheld the acquittal of the father of the accused in the matter on the basis of ""benefit of doubt"".
The court, in its order, stated that the prosecution did not place on record any document to establish the correct age of the prosecutrix who first claimed that she was 17 years old and then said during her examination before the trial court that she was 19 while her complainant brother claimed she was 12 years old.
""There is no doubt to the legal position that testimony of the prosecutrix alone is sufficient to bring home the guilt of an accused for committing offence under Section 376 (rape) of the IPC, however, before arriving at a just decision, the Court also has to consider the overall facts and circumstances of the case,"" it said.
""This court is of the opinion that the learned trial court has rightly held that the prosecution has failed to prove guilt of the accused beyond reasonable doubts. Finding no error in the impugned judgment dated 07.08.2019, the present petition seeking leave to appeal is dismissed,"" it said.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi High Court, Rape Accused Acquitted, Minor Rape Case"
https://www.ndtv.com/india-news/cant-use-courts-to-settle-scores-in-sex-offence-cases-delhi-high-court-4358951,Can't Use Courts To Settle Scores In Sex Offence Cases: Delhi High Court,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Sep 04, 2023
Can't Use Courts To Settle Scores In Sex Offence Cases: Delhi High Court
The court made the observations while dismissing an anticipatory bail petition by an accused in a case of alleged rape of a woman on the false pretext of marriage.
Press Trust of India
India News
Sep 04, 2023 19:30 pm IST
Read Time:
5 mins
Share
Courts can't be used to pressure a party to act in a particular manner, the Delhi High Court said
New Delhi:
Courts cannot be used as ""marriage facilitators"" between parties in sexual offence cases, the Delhi High Court said today.
The judicial system, the High Court said, cannot be used to settle scores or pressure a party to act in a particular manner.
The court made the observations while dismissing an anticipatory bail petition by an accused in a case of alleged rape of a woman on the false pretext of marriage.
The accused sought pre-arrest bail on the ground that he was ready to marry the victim. The petition said the woman's father, who was earlier not ready for the inter-caste marriage, was now prepared to accept the marriage.
Justice Swarana Kanta Sharma, however, observed that the facts and documents on record showed that both the accused as well as the complainant took ""the judicial system and the investigating agencies for a ride and are trying to manipulate the judicial system to their advantage in different ways"".
""In this court's opinion, the courts of law cannot be used as a forum for the purpose of facilitating marriages and be used as marriage facilitators by first lodging an FIR alleging that the accused, after establishing physical relations, had refused to get married to the victim and later appear before the court for grant of bail which they have been opposing for many months,"" the court said.
The state opposed the plea on the grounds that the allegations were serious in nature and the accused never joined the investigation and is missing.
The court said the judicial system and the investigating agency have invested time and resources into the case, and it has become a trend to burden the judicial system with such complaints that clog the dockets of the courts.
""In many cases, when bail is granted at the request of the complainant, after some time, applications/petitions for cancellation of bail are filed before this Court on the ground that after obtaining bail, the accused did not fulfil his promise of getting married or that after getting married to the rape victim, the victim was abandoned by the accused,"" the court said.
""The courts cannot be used as matrimonial facilitators for the purpose of pressurizing the accused to get married to the victim or be denied bail, or by the accused for obtaining bail by asking the complainant to appear before the Court and state that he was ready to get married to her,"" stated the court.
In the present case, the court noted, there was nothing in the trial court proceedings or the earlier proceedings here to suggest that the parties were contemplating getting married or that the accused had even admitted to having a consensual relationship with the alleged victim.
It said it is only at this stage that the accused ""presented an entirely contradictory stance of marriage"".
""This is nothing short of taking the judicial system and the investigating agency for a ride by both the parties through their conduct and different stands taken before the courts and the investigating agency,"" the court observed.
""The judicial system cannot be used either to settle scores with each other or pressurize any party to act in a particular manner to reach one's goal. Considering the overall facts and circumstances of the case, this Court does not find it a fit case for grant of anticipatory bail as the case has travelled from the point of lodging of the FIR till the present point of the investigation,"" it said.
The court said truth has to prevail for which custodial interrogation of the accused may be required.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Marriage Facilitators, Delhi High Court, Rape On Pretext Of Marriage"
https://www.ndtv.com/delhi-news/delhi-police-to-record-statements-of-8-10-people-in-minor-rape-case-4324317,Delhi Police To Record Statements Of 8-10 People In Minor Rape Case,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 24, 2023
Delhi Police To Record Statements Of 8-10 People In Minor Rape Case
Investigation in the case is underway and the statement of around eight to 10 people connected with the incident will be recorded, a senior officer said.
Press Trust of India
Delhi News
Aug 24, 2023 07:18 am IST
Read Time:
3 mins
Share
Premoday Khakha allegedly raped a minor several times between November 2020 and January 2021.
New Delhi:
The Delhi Police is likely to record the statements of people concerned in connection with the alleged rape of a minor girl by a senior city government officer, officials said on Wednesday.
Investigation in the case is underway and the statement of around eight to 10 people connected with the incident will be recorded, a senior officer said.
Premoday Khakha, who has since been suspended by the Delhi government, allegedly raped a minor several times between November 2020 and January 2021 and impregnated her.
His wife Seema Rani is accused of giving the girl medicines to terminate her pregnancy. The couple has two children.
The minor girl was staying at the residence of the accused, a family friend, after her father passed away in October 2020.
When the survivor informed Rani about the incident, she allegedly blamed her. She also accused Rani of being strict and beating her if she scored poorly in school exams, the survivor said in her police complaint.
The girl never told her mother about her ordeal, thinking that she would disbelieve her. The girl returned home with her mother in 2021.
Later, whenever the accused met her in church, he allegedly touched the minor girl inappropriately. The girl stopped attending church after July, the police said.
A team will also visit the church in connection with the investigation, they said.
A court here on Wednesday extended by 14 days Khakha's judicial custody. Rani has also been sent to jail for another 14 days.
They were arrested on Monday after the victim recorded her statement before a magistrate at a city hospital. PTI NIT SZM

 (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Premoday Khakha, Delhi Officer Raped Friend's Daughter, Delhi Minor Rape Case"
https://www.ndtv.com/india-news/judicial-custody-of-delhi-officer-wife-in-rape-case-of-minor-extended-by-14-days-4323088,"Judicial Custody Of Delhi Officer, Wife In Rape Case Of Minor, Extended By 14 Days",N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 23, 2023
Judicial Custody Of Delhi Officer, Wife In Rape Case Of Minor, Extended By 14 Days
Press Trust of India
India News
Aug 23, 2023 19:06 pm IST
Read Time:
3 mins
Share
Premoday Khakha had allegedly raped the girl several times. (File)
New Delhi:
A court here on Wednesday extended by 14 days the judicial custody of suspended Delhi government officer Premoday Khakha, who allegedly raped a minor girl several times and impregnated her.
The judicial custody of his wife Seema Rani, who is accused of giving the girl abortion pills to terminate her pregnancy, was also extended by 14 days.
Both were produced before Additional Sessions Judge (POCSO) Richa Parihar.
Umashankar Gautam, the counsel for the accused, said the court has sought a report on the medical board's findings about the vasectomy procedure Khakha has claimed to have undergone, before his judicial custody ends on September 6.
The advocate claimed as Khakha had undergone vasectomy in November 2005, he couldn't have impregnated the girl.
""The medical board has been formed to find whether any lacuna occurred during the vasectomy surgery. Its report will be submitted before the court,"" he said.
He said the court has directed Delhi Police to ""accelerate"" the investigation and file the charge sheet timely.
""Police did not file any application seeking police custody of the accused persons,"" he said.
Khakha had allegedly raped the girl several times between November 2020 and January 2021. She was staying at the residence of the accused, a family friend, after her father died on October 1, 2020, according to police.
The couple was arrested on Monday after the victim recorded her statement before a magistrate at a hospital.
On Tuesday, a duty metropolitan magistrate had sent the couple to one-day judicial custody.
Police have registered a case against the couple under provisions of the Protection of Children from Sexual Offences (POCSO) Act and various sections of the Indian Penal Code (IPC), including 376(2)(f) (being a relative, guardian or teacher of, or a person in a position of trust or authority towards the woman, commits rape on such woman), 506 (criminal intimidation) and 509 (word, gesture or act intended to outrage the modesty of a woman).
Other penal provisions invoked in the case include voluntarily causing hurt, causing miscarriage without a woman's consent and criminal conspiracy. 
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi Minor Rape, Delhi Officer Accused Of Rape"
https://www.ndtv.com/india-news/physical-relationship-with-15-year-old-wife-cant-be-termed-as-rape-delhi-high-court-4319499,Physical Relationship With 15-Year-Old Wife Can't Be Termed As Rape: Delhi High Court,N/A,rape,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 22, 2023
Physical Relationship With 15-Year-Old Wife Can't Be Termed As Rape: Delhi High Court
Under the exception given in Section 375 (rape) of the IPC, sexual intercourse or sexual acts by a man with his wife, the wife not being under 15 years, is not rape.
Press Trust of India
India News
Aug 22, 2023 18:57 pm IST
Read Time:
3 mins
Share
The court upheld a trial court order which declared the man not guilty of raping his second wife.
New Delhi:
The Delhi High Court has refused to entertain the State's appeal against a man's acquittal in a case of raping his 15-year-old wife, saying his physical relationship with her cannot be termed as rape.
The high court upheld a trial court's judgement which had declared the Muslim man not guilty of raping his second wife, saying he has been rightly acquitted.
“The additional sessions judge had rightly observed that in view of the testimony of the child that she got married to the respondent (man) in the month of December, 2014 and only thereafter did they have physical relationship, no offence under Section 6 read with Section 5(1) of POCSO Act was made out and the respondent was rightly acquitted,” a bench of Justices Suresh Kumar Kait and Neena Bansal Krishna said.
The high court said there was no ground for grant of leave to appeal against the trial court's verdict and dismissed an application filed by the police.
“We find that since the child victim was the wife who was almost fifteen years of age, the physical relationship of the respondent with the victim, cannot be termed as rape. The respondent has been rightly acquitted,” the bench said.
Under the exception given in Section 375 (rape) of the IPC, sexual intercourse or sexual acts by a man with his wife, the wife not being under 15 years, is not rape.
According to the prosecution, a rape case was lodged against the man in 2015 on the complaint of the girl's mother after finding out that her minor daughter was pregnant.
The girl, in her testimony before the trial court, submitted that the man who was her brother-in-law had married her in December 2014 after which he established physical relations with her with her consent and she became pregnant.
She said the fact that she had got married to the man was not known to her mother, who lodged a complaint with the police on discovering that she was pregnant.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi High Court, Rape Case"
https://www.ndtv.com/delhi-news/14-year-old-accuses-delhi-women-and-child-development-officer-of-rape-4312718,"Delhi Officer Raped Friend's Teen Daughter, Wife Gave Her Abortion Pills",N/A,Unknown,New Delhi,Timeframe unknown (article published on N/A),"This Article is From Aug 20, 2023
Delhi Officer Raped Friend's Teen Daughter, Wife Gave Her Abortion Pills
Delhi Police have registered an FIR against the senior official under several sections of the Indian Penal Code and the stringent POCSO Act
Reported by:
Mukesh Singh Sengar
Edited by:
Saikat Kumar Bose
Delhi News
Aug 21, 2023 07:18 am IST
Read Time:
2 mins
Share
Delhi Police are conducting further probe into allegations against the top official
New Delhi:
A senior official in Delhi government's Women and Child Development department now faces a case of child abuse for allegedly raping his friend's 14-year-old daughter over several months.
Delhi Police have registered an FIR against the senior official under several sections of the Indian Penal Code and the stringent POCSO Act to check child abuse cases. The official's wife has also been charged in the case for allegedly aiding him in the child's abuse.
The girl, it is learnt, is a Class XII student. She lost her father in 2020 after which the accused brought her to his home.
It is alleged that he raped her several times between 2020 and 2021. When the teen became pregnant, the accused confided in to this wife, it is alleged. The official's wife allegedly asked their son to get medicines and the pregnancy was terminated at home, the minor girl has told police in her complaint.
The girl is currently under treatment and her statement is yet to be recorded before a magistrate.
Delhi Police are conducting further probe into the serious allegations against the top official.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi Police, Delhi Women And Child Development Department, Delhi Child Abuse Case"
https://www.ndtv.com/delhi-news/delhi-college-student-raped-near-her-home-accused-posed-as-cop-4202598,"Delhi College Student Raped Near Her Home, Accused Posed As Cop",N/A,rape,Prashant Vihar,Incident timeframe: Week before article publication,"This Article is From Jul 13, 2023
Delhi College Student Raped Near Her Home, Accused Posed As Cop
Ravi Solanki allegedly shot a mobile phone video of the young woman and her boyfriend in his car on July 7.
NDTV Newsdesk
Delhi News
Jul 13, 2023 09:25 am IST
Read Time:
2 mins
Share
The accused posed as a cop, threatened the woman and raped her, said police. (Representational)
New Delhi:
A 20-year-old college student was raped near her apartment in Delhi last week by a man who allegedly pretended to be a policeman and threatened her with an explicit video.
The man, Ravi Solanki, was arrested on Thursday.
Solanki allegedly shot a mobile phone video of the young woman and her boyfriend in his car on July 7. He followed the car in his bike and waited as her boyfriend dropped her outside her apartment in Prashant Vihar.
He went inside the apartment building, and finding her on the stairs, claimed to be a policeman. He allegedly showed her the video and threatened to post it online. He attacked her on the spot, raped her on the stairs and fled, according to the police.
The woman confided in her boyfriend and the couple reported the crime to the police.
The police called it a ""blind case"" as the attacker was not known to the woman.
Evidence including a sketch based on the woman's description, and CCTV footage helped the police track down the accused man.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Delhi Crime, Delhi Rape Case"
https://www.ndtv.com/delhi-news/16-year-old-girl-gang-raped-in-delhis-shahbad-dairy-3-arrested-cops-4164562,"16-Year-Old Girl Gang-Raped In Delhi's Shahbad Dairy, 3 Arrested: Cops",N/A,"rape, gang rape",New Delhi,Timeframe unknown (article published on N/A),"This Article is From Jun 30, 2023
16-Year-Old Girl Gang-Raped In Delhi's Shahbad Dairy, 3 Arrested: Cops
According to the police, the victim was going through a park with her friend when the accused came near the duo.
Press Trust of India
Delhi News
Jun 30, 2023 00:04 am IST
Read Time:
2 mins
Share
Police said they are also looking for the friend of the victim who left her behind. (Representational)
New Delhi:
A 16-year-old girl was allegedly raped by four people in northwest Delhi's Shahbad Dairy area, police said on Thursday.
Two men were arrested and a juvenile was apprehended in connection with the case, they said.
On Tuesday, police got a call that a girl was sexually assaulted.
According to the police, the victim was going through a park with her friend when the accused came near the duo.
They threatened her friend who escaped from the spot leaving her behind. The accused people later took turns to rape her and fled away from the spot, they said.
All the four accused were identified and three of them, including a juvenile, were arrested. One accused is on the run and efforts are underway to apprehend him, police said.
The two arrested accused have been identified as Bobby, 19, and Rahul, 20, both residents of the Shahbad Dairy area, police said.
A case was registered under sections 376D (gang rape), 323 (voluntarily causing hurt) and 34 (common intention) of the Indian Penal Code and 6 Protection of Children from Sexual Offences (POCSO) Act, police said.
Police said they are also looking for the friend of the victim who left her behind.
Apart from these three, two juveniles have also been apprehended in section 21 of the POCSO Act for failing to report the commission of an offence, they added.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Teen Raped In Delhi, Shahbad Dairy Area, Delhi Rape Case"
https://www.ndtv.com/delhi-news/ravinder-kumar-serial-killer-man-who-raped-killed-child-gets-life-term-he-is-accused-in-30-such-cases-4064973,"Delhi Man Who Raped, Killed Child Gets Life Term. He's Accused In 30 Cases",N/A,kidnapping,from the Outer Delhi area and a case registered in Begampur (Police Station Area),Incident timeframe: Week before article publication,"This Article is From May 25, 2023
Delhi Man Who Raped, Killed Child Gets Life Term. He's Accused In 30 Cases
Ravinder Kumar, it is alleged, abused and killed 30 children between 2008 and 2015.
Reported by:
Mukesh Singh Sengar
Delhi News
May 25, 2023 13:39 pm IST
Read Time:
3 mins
Share
Ravinder Kumar was convicted by a Delhi court on May 6
New Delhi:
A man accused of kidnapping, sexually assaulting and then murdering as many as 30 children was sentenced to life imprisonment by a Delhi court today following his conviction in one of the cases against him.
On May 6, the court in Rohini held Ravinder Kumar guilty of kidnapping, sexually assaulting and murdering a six-year-old. The sentencing was to take place last week but was postponed because the court had not received a report on Kumar's income and assets.
Kumar, it is alleged, abused and killed 30 children between 2008 and 2015. He was arrested in 2015 from the Outer Delhi area and a case registered in Begampur police station.
During the arguments on sentencing, Delhi Police had sought maximum punishment for the convict.
Originally from Kasganj in Uttar Pradesh, Kumar came to Delhi in 2008 at the age of 18. Investigation had revealed that he was addicted to porn and drugs. According to police, he worked through the day and lived in a shanty.
Police had told the court that he would look for children after taking drugs and would sometimes walk as much as 40 kilometres. He would go to construction sites and slums where children from underprivileged families often wandered unattended, police said. He would lure children by showing them 10 rupee notes or chocolates. He would then take the children to an isolated place and abuse them before murdering them, police had told court.
According to police, on one occasion, Kumar threw a child into a septic tank.
He was eventually arrested in 2015 from a bus stand in Rohini after police scanned CCTV footage for days to track him down.
Ravinder had allegedly kidnapped a six-year-old girl from Kerala in 2008 and then raped and murdered her. He was not arrested in that case. His later targets were in Delhi-NCR, police said.
Track Latest News Live on NDTV.com and get news updates from India and around the world
Follow us:
Serial Killer, Ravinder Kumar Serial Killer, Serial Killer Gets Life Imprisonment"
